Name,Mileage,Dealer Name,Rating,Review Count,Price
2019 Toyota RAV4 Hybrid XLE,"53,462 mi.",Fred Anderson Toyota of Charleston,4.9,"6,652 ","$33,197"
2020 BMW X3 M Competition,"18,992 mi.",BMW Northwest,4.8,828 ,"$68,189"
2021 Toyota Camry Hybrid SE,"39,489 mi.",Serra Toyota,4.8,"3,105 ","$33,000"
2020 Volvo V90 Cross Country T6,"17,302 mi.",Bedard Bros,4.3,113 ,"$48,995"
2019 Volvo V90 T5 R-Design,"15,317 mi.",Bomnin Volvo Cars Dadeland,4.8,229 ,"$42,990"
2022 Subaru Ascent Premium 7-Passenger,"14,844 mi.",Subaru of Gainesville,4.6,186 ,"$35,799"
2018 Ford Expedition Max Platinum,"31,273 mi.",Wayne Akers Ford,4.5,"1,723 ","$51,963"
2021 Volvo S60 Recharge Plug-In Hybrid T8 Polestar,"30,702 mi.",Johnson Volvo Cars Durham,4.3,34 ,"$57,983"
2021 Cadillac XT5 Luxury,"15,185 mi.",Willis Automotive,4.7,"1,931 ","$43,999"
2022 Jeep Wagoneer Series I,"4,792 mi.",Buckeye Chrysler Dodge Jeep Ram FIAT Superstore,4.6,181 ,"$63,878"
2022 Jeep Grand Wagoneer Series III,"7,950 mi.",Dolan Fernley Chrysler Jeep Dodge Ram,4.4,10 ,"$99,998"
2021 Jeep Gladiator Rubicon,"18,239 mi.",Johnson Dodge Chrysler Jeep RAM,4.5,351 ,Not Priced
2021 Nissan Titan Platinum Reserve,"11,690 mi.",Joe Machens Nissan,4.5,887 ,"$48,990"
2022 Volkswagen Tiguan 2.0T SE,"2,715 mi.",Falcone Volkswagen Subaru,4.9,"1,963 ","$32,490"
2022 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"1,309 mi.",Heritage Volkswagen,4.5,"1,007 ","$43,000"
2018 Porsche Panamera 4S,"28,558 mi.",Porsche of El Paso,4.8,35 ,"$79,991"
2021 Ford Explorer XLT,"18,492 mi.",Rod Baker Ford,4.3,"1,292 ","$38,977"
2018 Chevrolet Malibu Hybrid ,"35,324 mi.",Heritage Chevrolet Buick Owings Mills,4.9,"1,308 ","$21,900"
2022 Cadillac Escalade Sport Platinum,"15,411 mi.",Markquart Motors,3.5,431 ,"$115,900"
2020 Chevrolet Tahoe LT,"58,413 mi.",Joe Bullard Chevrolet,3.9,45 ,"$41,000"
2022 Nissan Rogue SV,"1,807 mi.",Dave Syverson Auto Center,4.9,987 ,"$34,500"
2022 Toyota Tundra Limited,"10,721 mi.",AutoNation Toyota Las Vegas,4.5,"2,407 ","$66,371"
2021 Cadillac CT5 Premium Luxury AWD,"4,442 mi.",Cole Valley Cadillac,3.0,133 ,"$44,888"
2021 Chevrolet Colorado Z71,"21,801 mi.",Nimnicht Chevrolet,4.8,"4,230 ","$35,381"
2021 Volkswagen Arteon 2.0T SEL R-Line,"8,287 mi.",VW of Olympia,4.9,114 ,"$35,399"
2022 Toyota Camry Hybrid LE,"18,980 mi.",North Park Toyota of San Antonio,4.4,"1,829 ","$31,471"
2021 Rolls-Royce Cullinan ,"3,905 mi.",O'Gara Coach San Diego,n/a,5 ,"$419,499"
2022 Kia EV6 Wind,"2,067 mi.",Napleton Kia of Carmel,4.4,410 ,"$52,950"
2020 Ford F-350 Lariat Super Duty,"23,144 mi.",Murray Ford Superstore,4.8,"1,183 ","$76,990"
2019 Acura ILX Premium Package,"19,807 mi.",Hendrick Southpoint Auto Mall,4.8,819 ,"$26,538"
2023 Acura Integra A-Spec,"2,444 mi.",Crown Acura,5.0,241 ,"$33,982"
2019 Toyota Avalon Limited,"23,009 mi.",Smart Toyota,4.5,190 ,"$34,492"
2021 Toyota RAV4 Prime XSE,"7,995 mi.",Earl Stewart Toyota,4.8,"2,020 ","$56,577"
2020 Toyota Avalon TRD,"27,716 mi.",Andrew Toyota,4.6,"5,427 ","$40,000"
2021 Toyota Land Cruiser Base,"14,527 mi.",Kalispell Toyota,4.5,129 ,"$94,990"
2020 Porsche 911 Carrera 4S,"8,160 mi.",Napleton Cadillac Rockford,3.9,854 ,"$148,992"
2021 Nissan Rogue SV,"43,088 mi.",Bravo Nissan Victoria,4.4,106 ,"$27,502"
2021 Nissan Rogue SV,"15,904 mi.",Bravo Nissan Victoria,4.4,106 ,"$29,002"
2021 Jeep Grand Cherokee Summit,"40,028 mi.",Hebert's Town & Country Chrysler Dodge Jeep RAM,4.8,"1,791 ","$45,294"
2022 Subaru Impreza Base,"3,853 mi.",Chatham Parkway Subaru,4.7,599 ,"$24,499"
2022 Kia Telluride LX,"21,896 mi.",Gay Family Auto,4.3,749 ,"$39,991"
2021 Honda Ridgeline Sport,"7,683 mi.",Hyannis Honda,4.9,"1,567 ","$38,019"
2020 Acura MDX Sport Hybrid 3.0L w/Technology Package,"22,269 mi.",Chevy Chase Acura,4.7,517 ,"$47,199"
2022 Honda Passport Elite,"5,968 mi.",Faulkner Honda,3.6,620 ,"$41,400"
2020 BMW M4 Base,"21,523 mi.",BMW of San Antonio,4.1,959 ,"$63,562"
2020 Chevrolet Traverse LT Leather,"46,254 mi.",Team Auto Center,4.8,120 ,"$39,997"
2022 Kia Carnival LXS,"13,400 mi.",Kia of Everett,4.8,631 ,"$44,988"
2020 Cadillac CT4 Sport,"14,353 mi.",Sherman Chevrolet Cadillac,3.3,173 ,"$42,200"
2022 Subaru Ascent Onyx Edition,"11,648 mi.",Busam Subaru,4.0,92 ,"$39,900"
2022 Cadillac CT5 Sport AWD,"3,446 mi.",Tom Kelley Cadillac,4.9,439 ,"$51,920"
2022 Honda Civic Si Base,"12,758 mi.",Rusty Wallace Honda,4.2,288 ,"$32,951"
2019 Volkswagen Jetta GLI 2.0T S,"25,428 mi.",Lou Bachrodt Auto Mall,4.8,"2,980 ","$26,483"
2021 BMW X1 xDrive28i,"13,920 mi.",Kelly BMW,3.7,125 ,"$39,900"
2022 Ford Transit-250 Base,"4,523 mi.",Tamiami Ford Inc,4.1,"1,614 ","$87,990"
2019 Cadillac Escalade Luxury,"37,210 mi.",Broadway Manitowoc,4.8,"1,640 ","$56,079"
2020 Toyota Sequoia Platinum,"24,210 mi.",Findlay Toyota,4.6,915 ,"$67,488"
2022 Toyota 4Runner TRD Sport,"1,076 mi.",Panama City Toyota,3.8,468 ,"$47,264"
2022 Porsche Cayenne Turbo GT,"2,165 mi.",Porsche North Olmsted,4.9,134 ,"$209,994"
2023 GMC Sierra 1500 Denali Ultimate,"1,305 mi.",Beck & Masten Buick GMC South,4.4,"2,443 ","$94,990"
2016 Honda Pilot EX-L w/ Navigation,"153,641 mi.",Dover Honda,4.8,"1,183 ","$15,998"
2020 BMW X5 xDrive40i,"57,186 mi.",Moses of St. Albans,4.7,687 ,"$47,785"
2022 Kia EV6 Wind,"4,632 mi.",Phil Smith Kia,4.8,"1,723 ","$53,398"
2021 Acura TLX Type S,"7,169 mi.",Harper Acura,4.9,948 ,"$54,430"
2021 BMW M550 i xDrive,"3,345 mi.",Knauz Auto Park,4.8,"2,007 ","$76,995"
2020 Honda Ridgeline RTL-E,"29,487 mi.",Urse Honda,3.7,121 ,"$37,798"
2019 Buick Enclave Avenir,"18,384 mi.",Greater Lowell Buick GMC,n/a,22 ,"$47,776"
2022 BMW X3 M AWD,"10,495 mi.",BMW of San Antonio,4.1,959 ,"$76,662"
2019 BMW M850 i xDrive,"26,356 mi.",BMW of Newport,4.8,640 ,"$69,988"
2021 Honda Pilot Special Edition,"27,297 mi.",Honda of Fayetteville,4.8,599 ,"$37,832"
2018 Honda Ridgeline RTL-T,"54,350 mi.",Mohawk Honda,4.9,"7,664 ","$32,243"
2021 Volkswagen Atlas 3.6 V6 SE w/ Technology R-Line,"27,417 mi.",Flow Volkswagen of Wilmington,4.1,163 ,"$40,499"
2020 Cadillac CT4 V-Series,"14,555 mi.",Valley Cadillac,n/a,312 ,"$44,310"
2022 Toyota Highlander Hybrid LE,"8,735 mi.",Toyota of Colorado Springs,4.8,"1,493 ","$41,254"
2018 Volvo V90 Cross Country T5,"38,834 mi.",Bobby Rahal Volvo Cars South Hills,4.8,49 ,"$35,996"
2021 Toyota Highlander XLE,"19,119 mi.",Chicago Northside Toyota,2.4,442 ,"$41,990"
2020 BMW 530e xDrive iPerformance,"18,505 mi.",Habberstad BMW of Huntington,4.2,"1,322 ","$43,917"
2021 Honda Civic Type R Touring,"18,154 mi.",Honda Carland,3.4,"1,123 ","$46,397"
2020 Volvo S90 T6 R-Design,"30,446 mi.","Jaguar, Land Rover, Volvo Cars of Indianapolis",4.3,434 ,"$44,500"
2022 Honda Insight Touring,"14,835 mi.",Honda of Gainesville,4.3,"3,791 ","$31,500"
2021 Buick Enclave Avenir,"9,365 mi.",Geoff Penske Buick GMC,4.5,126 ,"$43,996"
2021 Porsche 911 Turbo S,"2,971 mi.",Porsche Fremont,4.9,496 ,"$247,781"
2020 BMW X2 sDrive28i,"36,259 mi.",BMW of San Antonio,4.1,959 ,"$30,962"
2022 BMW 430 Gran Coupe i,"2,316 mi.",Nalley BMW,4.0,631 ,"$51,900"
2020 Dodge Journey SE Value,"25,233 mi.",Colonial Chrysler Jeep Dodge RAM,4.9,"2,857 ","$24,398"
2020 Kia Niro LXS,"18,594 mi.",Kia of Wesley Chapel,4.9,"3,515 ","$26,879"
2021 Toyota Sienna LE,"34,872 mi.",Modern Toyota,4.9,"8,003 ","$37,438"
2022 BMW 430 Gran Coupe i,"12,070 mi.",Bill Jacobs BMW,4.9,"3,543 ","$45,577"
2019 Honda Civic Sport,"20,352 mi.",O'Malley Automotive Inc.,4.9,280 ,"$24,995"
2022 GMC Canyon AT4,"6,565 mi.",Champion Chevrolet Buick GMC,4.8,237 ,"$43,000"
2022 Porsche Taycan Cross Turismo 4,"7,875 mi.",Porsche Towson,4.8,170 ,"$119,970"
2022 Jeep Wagoneer Series III,"9,860 mi.",Liberty Auto City,4.7,662 ,"$74,873"
2022 Nissan Armada Platinum,"12,313 mi.",DOUGLASS NISSAN OF WACO,4.9,270 ,"$63,988"
2020 Acura TLX A-Spec,"28,202 mi.",Hopkins Acura,n/a,373 ,"$33,000"
2020 Volvo XC40 T5 R-Design,"22,913 mi.",Volvo Cars San Diego,4.0,130 ,"$38,792"
2020 Subaru Ascent Limited 7-Passenger,"56,135 mi.",Gustman Subaru,n/a,12 ,"$33,995"
2019 BMW 330 i xDrive,"11,904 mi.",BMW of Fort Wayne/MINI of Fort Wayne,4.9,395 ,"$38,713"
2020 Toyota Tacoma TRD Sport,"16,454 mi.",Lithia Toyota of Springfield,4.9,"1,222 ","$40,995"
2020 BMW X7 xDrive40i,"31,348 mi.",BMW of Idaho Falls,5.0,48 ,"$65,490"
2017 Ford Fusion Sport,"73,362 mi.",Al Packer Ford Royal Palm Beach,4.2,236 ,"$20,900"
2022 GMC Sierra 1500 Denali,"1,644 mi.",Mirak Hyundai,3.5,594 ,"$71,986"
2021 Volvo V60 Cross Country T5,"33,743 mi.",Crest Volvo Cars,4.9,"1,632 ","$42,680"
2020 RAM 1500 Classic SLT,"17,892 mi.",Allen Samuels of Jackson,4.7,367 ,"$43,199"
2022 Volvo S60 Recharge Plug-In Hybrid T8 Polestar Engineered Extended Range,"3,962 mi.",Volvo Cars Mall of Georgia,4.9,"2,210 ","$61,000"
2018 Porsche Panamera Sport Turismo 4S,"19,618 mi.",Porsche West Palm Beach,4.1,253 ,"$92,800"
2022 Nissan Maxima SR,"14,974 mi.",South Houston Nissan,3.0,268 ,"$38,796"
2021 BMW M340 i xDrive,"22,661 mi.",Sewell BMW of Grapevine,3.7,63 ,"$51,986"
2023 Kia Carnival LX Seat Package,"1,399 mi.",Foundation Kia,3.9,169 ,"$39,575"
2022 RAM 1500 Big Horn,"2,405 mi.",Albany Chrysler Dodge Jeep RAM,4.5,60 ,"$50,990"
2022 BMW M340 i xDrive,"6,900 mi.",Braman BMW Jupiter,4.7,629 ,"$60,995"
2021 Porsche 718 Boxster S,593 mi.,Porsche St. Louis,4.9,336 ,"$89,454"
2021 Porsche Cayenne AWD,"10,099 mi.",Porsche Rocklin,n/a,19 ,"$82,880"
2018 Subaru BRZ TS,"14,050 mi.",Bob Rohrman Subaru of Fort Wayne,4.4,"1,174 ","$34,347"
2020 Volvo XC60 T5 Inscription,"25,598 mi.",Viti Volvo Cars,4.9,313 ,"$40,498"
2022 Ford F-150 Tremor,316 mi.,Diamond Ford,3.2,225 ,"$62,995"
2021 GMC Acadia AT4,"13,135 mi.",Coughlin GM of Newark,4.2,193 ,"$38,496"
2022 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"8,910 mi.",Momentum Volkswagen of Upper Kirby,4.6,383 ,"$38,999"
2022 Ford F-150 Tremor,135 mi.,Diamond Ford,3.2,225 ,"$61,995"
2018 Toyota Sequoia Platinum,"39,501 mi.",Wolfchase Toyota,4.6,319 ,"$52,750"
2020 BMW 530e xDrive iPerformance,"31,578 mi.",Moses of St. Albans,4.7,687 ,"$39,495"
2021 Ford F-150 XLT,"9,411 mi.",Pat Milliken Ford,4.9,"1,533 ","$51,211"
2021 Nissan Titan PRO-4X,"15,531 mi.",Cedar Park Nissan,4.4,219 ,"$44,930"
2018 Ford Expedition Max Limited,"70,140 mi.",Landmark Ford,4.2,981 ,"$39,995"
2020 Porsche 911 Carrera S,"17,768 mi.",Porsche Fremont,4.9,496 ,"$127,800"
2020 BMW 530e iPerformance,"31,087 mi.",BMW of Palm Springs,4.8,600 ,"$40,988"
2021 Nissan Leaf S,"6,138 mi.",Dennis Dillon Nissan,4.4,167 ,"$27,943"
2022 Nissan Rogue Sport SV,452 mi.,Ron Marhofer Nissan,4.6,717 ,"$27,990"
2021 Toyota Sequoia Platinum,"38,819 mi.",Kings Toyota,3.4,527 ,"$64,230"
2021 Cadillac XT5 Premium Luxury,"35,500 mi.",Robert Basil Buick GMC Cadillac,4.4,246 ,"$42,434"
2021 Porsche 911 Carrera S,"20,102 mi.",Hoffman Porsche,4.5,429 ,"$151,794"
2021 Chevrolet Suburban LT,"60,231 mi.",Classic Chevrolet Cadillac of Denison,4.9,488 ,"$55,500"
2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription Expression 7 Passenger,"19,811 mi.",Friendship Hyundai of Bristol,2.5,168 ,"$62,637"
2020 Cadillac CT4 Sport,"12,218 mi.",Sherman Chevrolet Cadillac,3.3,173 ,"$43,500"
2020 Toyota Supra 3,"5,987 mi.",Aubrey Alexander Toyota,4.7,659 ,"$52,688"
2021 Porsche Taycan Turbo S,"3,453 mi.",Porsche Towson,4.8,170 ,"$174,990"
2022 Toyota Sienna XLE,187 mi.,Tansky Sawmill Toyota,4.8,891 ,"$56,912"
2022 BMW 540 i,"11,564 mi.",Sewell BMW MINI of Plano,4.6,"1,068 ","$55,995"
2022 Kia K5 GT-Line,"15,334 mi.",Kia Country,4.9,"2,604 ","$33,234"
2019 Toyota Avalon Limited,"66,609 mi.",Green's Toyota of Lexington,4.3,73 ,"$30,888"
2021 GMC Canyon Elevation,"29,745 mi.",Rick Hendrick Chevrolet Charleston,4.9,788 ,"$34,290"
2022 Ford Explorer XLT,"2,016 mi.",Phil Long Ford of Chapel Hills,3.5,525 ,"$43,999"
2021 Kia K5 EX,"25,558 mi.",Stokes Kia,4.4,598 ,"$31,499"
2020 Cadillac CT4 Luxury,"41,415 mi.",Sherman Chevrolet Cadillac,3.3,173 ,"$31,400"
2021 Nissan Armada SL,"19,856 mi.",Byerly Nissan,4.9,684 ,"$54,285"
2021 Porsche 911 Carrera,"8,380 mi.",Porsche Redwood City,4.9,145 ,"$139,988"
2022 BMW X7 xDrive40i,"16,094 mi.",Hendrick Southpoint Auto Mall,4.8,819 ,"$81,487"
2022 Kia Stinger GT1,"6,336 mi.",Dale Spradley Kia,n/a,100 ,"$45,681"
2022 Chevrolet Silverado 1500 RST,"2,815 mi.",Cavender Chevrolet,3.4,58 ,"$52,300"
2021 Nissan Armada SL,"56,056 mi.",Lia Nissan of Saratoga,4.0,389 ,"$44,499"
2018 Honda Fit Sport,"24,775 mi.",Ball Auto Group,4.4,736 ,"$21,988"
2022 Volvo S60 Recharge Plug-In Hybrid T8 Inscription,"14,352 mi.",Volvo Cars Tucson,4.0,322 ,"$52,990"
2022 Kia Telluride LX,"12,404 mi.",Willowbrook Ford Kia,3.5,"1,028 ","$39,988"
2020 Cadillac XT4 Premium Luxury,"32,426 mi.",Central Chevrolet Cadillac,3.1,24 ,"$33,211"
2019 RAM 1500 Big Horn,"33,247 mi.","McGinley, Inc.",n/a,28 ,"$36,000"
2020 Porsche Cayenne Base,"26,652 mi.",Gaudin Porsche of Las Vegas,4.7,411 ,"$66,900"
2022 Honda Passport TrailSport,"2,955 mi.",Van's Honda,4.5,87 ,"$44,995"
2020 Volvo XC90 T5 Momentum 7 Passenger,"32,319 mi.","Jaguar, Land Rover, Volvo Cars of Indianapolis",4.3,434 ,"$46,500"
2023 Kia Sportage LX,"15,394 mi.",Dorsch Ford,4.8,"1,839 ","$28,750"
2021 Chevrolet Malibu 1LS,"1,641 mi.",Capitol Chevrolet,3.8,117 ,"$23,990"
2017 Toyota Mirai Base,"48,176 mi.",Toyota Sunnyvale,4.6,"6,588 ","$17,792"
2020 MINI Countryman Cooper S ALL4,"35,135 mi.",Baron BMW MINI,4.6,"1,509 ","$32,977"
2019 Volkswagen Arteon 2.0T SEL R-Line,"45,303 mi.",Volkswagen of Schenectady,4.7,"1,318 ","$31,800"
2022 Jeep Grand Cherokee Limited,"8,278 mi.",Doug Smith Chrysler Dodge Jeep RAM of American Fork,4.1,98 ,"$43,998"
2022 Volkswagen Taos SEL,"2,197 mi.",Sutliff Volkswagen,n/a,70 ,"$33,545"
2021 Acura ILX Base,"13,665 mi.",Ron Tonkin Acura,4.7,142 ,"$29,995"
2021 Volkswagen Atlas 2.0T S,"37,609 mi.",Rusty Wallis Volkswagen,4.8,696 ,"$28,996"
2021 RAM ProMaster 3500 High Roof,"16,844 mi.",Victory Chrysler Dodge Jeep RAM,3.5,50 ,"$66,999"
2021 Kia Stinger GT2,"36,888 mi.",Doug Smith Kia,5.0,10 ,"$43,995"
2022 BMW M440 i,586 mi.,BMW Of Tulsa,4.3,255 ,"$61,325"
2019 BMW M850 i xDrive,"13,003 mi.",International Autos,3.2,88 ,"$74,985"
2020 Volvo XC90 T6 Inscription 6 Passenger,"31,470 mi.",Napleton Autowerks Schererville,4.6,587 ,"$51,995"
2020 BMW X5 xDrive40i,"14,964 mi.",Kelly BMW,3.7,125 ,"$59,900"
2019 BMW X1 sDrive28i,"25,630 mi.",BMW of Chattanooga,4.7,259 ,"$28,998"
2020 Honda Insight EX,"25,509 mi.",The New Babylon Honda,4.4,"4,175 ","$23,848"
2022 Cadillac Escalade Luxury,"4,721 mi.",John Elway Cadillac,4.8,294 ,"$95,000"
2019 BMW X4 xDrive30i,"39,731 mi.",BMW of Barrington,4.9,"1,269 ","$43,403"
2022 BMW M4 Base,"2,157 mi.",BMW of Wyoming Valley,4.9,122 ,"$134,999"
2020 Nissan Maxima 3.5 Platinum,"15,375 mi.",Willis Nissan,4.4,122 ,"$37,998"
2021 Volvo XC40 T5 Inscription,"15,838 mi.",Bergstrom Luxury on Victory Lane,4.3,291 ,"$41,295"
2022 Dodge Durango SRT 392,935 mi.,Desert 215 Superstore,n/a,n/a,"$81,990"
2019 Honda Accord Sport,"48,698 mi.",Rusty Wallace Honda,4.2,288 ,"$27,875"
2019 Toyota Tundra Limited,"2,940 mi.",Beaver Toyota Cumming,4.6,"1,246 ","$51,995"
2020 Toyota Sienna LE,"8,169 mi.",Woburn Toyota,4.0,"2,483 ","$37,981"
2018 Ford Expedition Max Limited,"81,499 mi.",Wayne Akers Ford,4.5,"1,723 ","$37,753"
2020 Buick Encore Preferred,"15,479 mi.",Magic City Chevrolet Buick GMC,n/a,n/a,"$23,449"
2022 Toyota Highlander XLE,545 mi.,Daytona Toyota,4.6,"6,791 ","$44,000"
2019 RAM 2500 Big Horn,"48,762 mi.",Hebert's Town & Country Chrysler Dodge Jeep RAM,4.8,"1,791 ","$47,010"
2020 Honda Passport EX-L,"29,384 mi.",Honda of Covington,4.8,"1,693 ","$33,950"
2019 Ford Flex SEL,"31,053 mi.",Romeo Ford of Kingston,4.5,134 ,"$27,995"
2020 Subaru BRZ Limited,"24,907 mi.",Mid-Hudson Subaru,4.7,957 ,"$28,993"
2019 Porsche Macan S,"31,269 mi.",Byers Imports Porsche,4.7,819 ,"$56,850"
2020 BMW Z4 M40i,"26,012 mi.",BMW of Denver Downtown,4.1,828 ,"$49,896"
2022 Ford Explorer ST,"3,291 mi.",Golf Mill Ford,4.8,"2,893 ","$61,896"
2019 Honda Civic Type R Touring,"11,443 mi.",McGovern Honda of Boston,4.9,"1,147 ","$41,400"
2020 Cadillac XT6 Premium Luxury AWD,"39,222 mi.",Long Cadillac,n/a,33 ,"$43,993"
2022 Jeep Grand Cherokee L Limited,"8,155 mi.",Chilson Dodge Chrysler Jeep RAM,4.8,185 ,"$49,988"
2019 BMW 750 i xDrive,"36,445 mi.",BMW of Denver Downtown,4.1,828 ,"$48,998"
2019 BMW 440 Gran Coupe i xDrive,"32,825 mi.",Lou Bachrodt Auto Mall,4.8,"2,980 ","$38,408"
2021 Jeep Grand Cherokee Laredo,"15,484 mi.",Spitzer Chrysler Dodge Jeep RAM,4.9,447 ,"$35,521"
2018 Porsche Macan S,"19,539 mi.",D-Patrick Motoplex,4.7,372 ,"$51,595"
2022 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"3,062 mi.",Stone Mountain Volkswagen,4.6,"2,412 ","$41,400"
2021 Honda Pilot Touring 8-Passenger,"17,586 mi.",Honda of Fayetteville,4.8,599 ,"$40,882"
2015 Ferrari F12berlinetta Base,"11,800 mi.",Ferrari of San Diego,n/a,0 ,"$281,995"
2017 Ford Expedition Limited,"76,245 mi.",Future Ford of Sacramento,4.5,"1,610 ","$32,380"
2021 Acura RDX A-Spec,"10,887 mi.",Acura of Peoria,4.7,"2,073 ","$42,997"
2021 BMW M440 i xDrive,"13,581 mi.",Habberstad BMW of Huntington,4.2,"1,322 ","$61,600"
2019 Toyota Avalon Hybrid XSE,"69,875 mi.",Jeff Wyler Toyota of Clarksville,2.6,"1,288 ","$32,195"
2021 Nissan Rogue SV,"41,898 mi.",Fred Martin Nissan LLC,4.8,"2,213 ","$29,777"
2019 Maserati Ghibli S Q4 GranLusso,"15,919 mi.",Boston Motorsports Maserati Alfa Romeo,4.7,17 ,"$53,600"
2022 Toyota Corolla Cross LE,"27,797 mi.",Team One Toyota,3.1,20 ,"$29,777"
2015 Porsche Macan S,"26,315 mi.",Porsche St. Louis,4.9,336 ,"$37,989"
2018 Jeep Cherokee Trailhawk,"64,288 mi.",Bill Luke Chrysler Jeep Dodge RAM,4.6,"1,386 ","$25,123"
2020 Volvo XC40 T5 Momentum,"41,697 mi.",Portland Volvo Cars,4.7,528 ,"$34,990"
2021 Ford F-350 XLT,"76,252 mi.",Sarchione Ford,4.5,"1,125 ","$63,500"
2019 Toyota Prius Prime Plus,"38,476 mi.",Findlay Toyota Prescott,4.7,592 ,"$28,294"
2019 BMW M5 5,"28,025 mi.",BMW MINI of Annapolis,4.6,754 ,"$71,535"
2021 Nissan Kicks SR,"16,541 mi.",Mitchell Nissan,4.8,"1,492 ","$26,700"
2021 Chrysler Pacifica Hybrid Touring L,"36,100 mi.",Glenbrook Dodge Chrysler Jeep RAM,4.9,"2,245 ","$43,384"
2020 Volvo XC40 T5 Momentum,"29,314 mi.",Bernardi Volvo Cars Natick,4.5,467 ,"$35,698"
2020 BMW X2 xDrive28i,"18,806 mi.",BMW of Westlake,4.8,"3,315 ","$37,495"
2022 Kia Carnival LXS,"17,882 mi.",Summit Place Kia Auburn Hills,4.9,"2,021 ","$39,577"
2021 Nissan Maxima SR,"16,913 mi.",Hudson Nissan,4.1,539 ,"$37,902"
2020 Porsche 911 Carrera S,"2,460 mi.",Porsche South Shore,4.2,49 ,"$157,499"
2020 BMW 430 i xDrive,"14,832 mi.",Bill Jacobs BMW,4.9,"3,543 ","$36,977"
2021 BMW X3 xDrive30i,"26,236 mi.",Kelly BMW,3.7,125 ,"$44,900"
2020 Cadillac CT5 Premium Luxury AWD,"32,143 mi.",Harvey Cadillac Lexus and Auto Outlet,n/a,144 ,"$43,440"
2019 Chevrolet Express 2500 Work Van,"32,475 mi.",Dellenbach Motors,4.6,430 ,"$39,500"
2021 GMC Sierra 3500 SLT,"43,539 mi.","Weirs Motor Sales, Inc.",4.9,39 ,"$60,000"
2018 Porsche Macan Turbo,"39,713 mi.",Porsche Redwood City,4.9,145 ,"$64,988"
2019 Cadillac CT6 Luxury,"25,891 mi.",Colonial Cadillac,4.8,"1,125 ","$52,997"
2019 Cadillac CT6 Luxury,"29,364 mi.",Brotherton Cadillac NW,n/a,386 ,"$49,985"
2021 Cadillac XT4 Premium Luxury,"24,901 mi.",Jessup Auto Plaza,4.3,522 ,"$34,500"
2021 Ford Mustang Mach 1,"3,618 mi.",Bayer Ford,n/a,65 ,"$62,970"
2020 Volvo S60 T5 Momentum,"30,537 mi.",Gunther Volkswagen Volvo Cars Delray Beach,3.7,"1,711 ","$26,444"
2019 BMW 440 i xDrive,"21,156 mi.",BMW of North Haven,4.6,"1,925 ","$39,577"
2021 Toyota 4Runner TRD Off Road Premium,"25,557 mi.",Capital Toyota,4.7,"1,049 ","$51,950"
2021 BMW 430 i,"32,193 mi.",Nalley BMW,4.0,631 ,"$45,900"
2022 Volvo S60 Recharge Plug-In Hybrid T8 Inscription,"3,361 mi.",Ourisman Volvo Audi of Frederick,3.8,123 ,"$51,800"
2022 INFINITI QX55 ESSENTIAL,"19,088 mi.",Sewell INFINITI of North Houston,4.9,157 ,"$43,888"
2022 Ford Expedition XLT,"16,999 mi.",Sunshine Ford Lincoln,4.2,485 ,"$55,800"
2019 Volvo V90 Inscription,"25,915 mi.",Isringhausen Imports,4.9,843 ,"$49,900"
2020 BMW M340 i xDrive,"40,714 mi.",Schomp BMW,4.8,"1,839 ","$45,382"
2020 Volkswagen Arteon 2.0T SEL R-Line 4MOTION,"28,726 mi.",Sutliff Volkswagen,n/a,70 ,"$33,522"
2021 Cadillac CT4 Premium Luxury,"11,409 mi.",Gastonia Chevrolet Cadillac Buick GMC,3.7,189 ,"$36,500"
2022 Nissan Armada SV,"1,460 mi.",Sutherlin Nissan Vero Beach,4.7,"1,829 ","$50,000"
2019 Bentley Bentayga V8,"28,685 mi.","Ferrari, Bentley, Lotus of Denver",n/a,25 ,"$139,990"
2020 Volvo XC90 Hybrid T8 Momentum 7 Passenger,"21,539 mi.",Astorg Auto of Charleston,4.8,597 ,"$57,995"
2023 Kia Sportage Hybrid LX,"2,000 mi.",Car Pros KIA Tacoma,3.9,266 ,"$35,997"
2021 Chevrolet Tahoe RST,"19,940 mi.",Snell Motors,4.8,713 ,"$71,570"
2018 Porsche Panamera 4,"41,755 mi.",Porsche Redwood City,4.9,145 ,"$69,988"
2022 Chevrolet Bolt EV 1LT,"2,327 mi.",Princeton Chevrolet Buick GMC,4.9,628 ,"$31,490"
2022 Kia Carnival LXS,"16,366 mi.",Serra of Jackson,2.5,160 ,"$40,788"
2022 Chevrolet Colorado Z71,"2,200 mi.",North Bay Cadillac Buick GMC,4.4,703 ,"$39,659"
2022 Maserati Levante GT,"2,650 mi.",Maserati Alfa Romeo of Wilmington Pike,3.4,89 ,"$72,995"
2022 Kia Telluride EX,"9,159 mi.",Kia Of Greer,4.3,236 ,"$48,995"
2020 Chrysler Pacifica Hybrid Limited,"33,006 mi.",Jeff Belzer's Lakeville,4.8,"6,678 ","$42,952"
2019 Nissan Armada SV,"53,412 mi.",All Star Nissan,3.9,194 ,"$31,630"
